fold_start,fold_end,arb_return,arb_apr,arb_dd,arb_sharpe,arb_trades,arb_opens,arb_halts,arb_pct_in_pos,funding_return,funding_smart_return,bh_return,arb_vs_funding_pp,arb_vs_funding_smart_pp,arb_vs_bh_pp
2019-05-09,2019-11-09,-0.008295887675868752,-0.01652318925002838,0.016643819978979443,-0.5471428678007733,6,3,1,1.205093224192815,5.145607636306071,5.450635759655742,45.70582823871905,-4.901682190861512,-5.176765040823151,-31.374259134987103
2019-07-09,2020-01-09,-0.15044229109461016,-0.2990222409025911,0.15044229109460502,-3.1714713260621736,66,33,0,14.237057220708445,0.7156149823245972,1.0818348469632033,-34.530065130668405,-0.8599036738952348,-1.2190886126309919,52.51207734999355
2019-09-09,2020-03-09,-0.2882580094917597,-0.5787152436755427,0.28825800949176483,-5.108102076418006,94,47,1,15.125086068395685,1.0074157875252343,1.3026296189983189,-22.87833765485451,-1.2827511593233032,-1.5704307326211198,29.291484335833573
2019-11-09,2020-05-09,-0.24143729383122592,-0.4850535514105192,0.24143729383122262,-5.926424867453446,70,35,1,10.861079219288175,-2.688284439677968,0.6018164266581527,11.39689643424937,2.5144425126592207,-0.8382092395957219,-10.447628345687331
2020-01-09,2020-07-09,-0.07860996457471625,-0.1580233344094295,0.07860996457471628,-2.9513623779308964,16,8,1,2.2268135904499538,-2.391089509023281,0.8523644996823787,18.622604814884646,2.3691275036435755,-0.9231062344205343,-15.765304436404314
2020-03-09,2020-09-09,-0.11539757649983162,-0.2290427790042071,0.11539757649983585,-6.4069446902983564,46,23,1,4.1713897075493085,-2.496406191125078,0.7635328964772592,25.187609744033622,2.441970107576208,-0.872270401515296,-20.212070006184778
2020-05-09,2020-11-09,-0.014139497032228387,-0.02806557177176261,0.014139497032228974,-1.5916926866155643,2,1,1,0.4758667573079538,0.7311476803149475,0.8193046812636107,56.8693846153846,-0.7398775795868673,-0.826671222273101,-36.261711774980796
2020-07-09,2021-01-09,-0.47808377791032086,-0.947423759217747,0.47808377791032397,-4.502013891014351,112,56,1,12.244897959183673,3.251025119947104,3.2898306501316643,331.3658193020662,-3.611691887344748,-3.6479045461937587,-76.92865040092596
2020-09-09,2021-03-09,-0.403285094554684,-0.8130787522698912,0.4032850945546852,-3.9212706734973053,92,46,1,10.124538745387454,4.291147470134482,4.305426572124338,418.2264268774704,-4.501276166352941,-4.514349656988448,-80.78123581895332
2020-11-09,2021-05-09,-0.13027066817774546,-0.26331353865899354,0.1436787828144317,-2.1686565454961504,22,11,1,1.8240591087508657,5.485706404641766,5.499990587082215,278.5829557851505,-5.3239223248661816,-5.336741002467294,-73.62012002766988
2021-01-09,2021-07-09,0.1014775163487025,0.20507332920798316,0.2382134076386844,0.388075927816376,22,11,1,4.450080700945354,2.678339220755821,3.070121383436475,-18.62900779439647,-2.509644900729202,-2.880217687960196,23.018627158211437
2021-03-09,2021-09-09,-0.12741754226314184,-0.25311442632248715,0.12741754226313787,-2.31463822228947,6,3,1,0.6807351940095302,1.9180396146257328,2.3121437006456746,-11.594600581635294,-2.0069628150454766,-2.384429799503285,12.971134246117156
2021-05-09,2021-11-09,-0.24167977607137958,-0.479499160674135,0.24167977607137803,-1.6546376630484967,4,2,1,0.045351473922902494,0.6913773738915996,1.0853754086644685,15.230551744706222,-0.9266504980841583,-1.3128063079064445,-13.42719555405445
2021-07-09,2022-01-09,-1.5535023861664943,-3.0622236071960685,1.5535023861664923,-7.618877349981141,88,44,0,13.537414965986393,0.7741161370133032,0.9417221525724662,28.731510546959438,-2.3097384649994224,-2.4719456786832517,-23.52571860956948
2021-09-09,2022-03-09,-1.606888248174132,-3.2154023003039045,1.6068882481741276,-8.735395756728268,98,49,0,9.166282818977429,0.07527264021360835,0.2462260860116139,-16.46060929695675,-1.6808956338648873,-1.848562690625144,17.7804996227265
2021-11-09,2022-05-09,-1.06066450822897,-2.127378432983751,1.0818788158968164,-6.912235819512399,116,58,0,8.35635359116022,0.012927457068134807,0.1861462223230026,-49.77465189779944,-1.0734531950961523,-1.2444941517015473,96.99084074130315
2022-01-09,2022-07-09,-1.632999419592851,-3.265734081459959,1.632999419592852,-6.6881528271995965,126,63,0,8.977900552486188,0.18874355744642468,0.2320670249684298,-48.392227272727276,-1.818311032111819,-1.860748261428835,90.60501041236367
2022-03-09,2022-09-09,-0.8714529766961854,-1.7212875471617428,0.8714529766961823,-3.9487077005718976,90,45,0,9.397644927536232,0.25512154892164407,0.30849409687825347,-50.44628303703228,-1.1237077051151734,-1.176318201362736,100.04260648577414
2022-05-09,2022-11-09,-0.5283244382381924,-1.045311439329033,0.5283244382381963,-4.753965047673029,72,36,0,11.345108695652174,0.25599105181435267,0.3083300315237958,-45.72799548889801,-0.7823128391870271,-0.8340827421800978,83.28358507822145
2022-07-09,2023-01-09,-0.3752907491505586,-0.743088426004157,0.40416233462676676,-3.819010207440402,64,32,0,12.02445652173913,-1.8437661758923474,0.08541834711721652,-20.481018413170183,1.4960592613743051,-0.4603159020327263,25.28418657130991
2022-09-09,2023-03-09,-0.5866393415126958,-1.1794746105500353,0.5866393415126913,-6.983499710538769,80,40,0,17.081031307550646,-1.3516974171877694,0.5630621303392092,12.017255610940358,0.7755410439351795,-1.1432641841810365,-11.25174410291665
2022-11-09,2023-05-09,-0.5118911228650935,-1.0298167155461835,0.5118911228650904,-6.186240338436591,68,34,0,11.743034768593139,-1.3711957522571372,0.5622631206735784,50.965243370075285,0.8712511886827423,-1.0681484387932816,-34.09866625177402
2023-01-09,2023-07-09,-0.5633736561739378,-1.1330912123096115,0.5633736561739352,-6.846558061275536,60,30,0,11.996315910660833,0.8627143547182747,0.8959867679293243,76.10926097199193,-1.413890177372057,-1.446400863752828,-43.5369691548247
2023-03-09,2023-09-09,-0.5850935385411149,-1.1575679334510314,0.5850935385411139,-7.601047015801312,56,28,0,10.849377123442808,0.7550977488685495,0.8480765799180112,19.22517281875331,-1.3301473745279568,-1.4211179499525661,-16.615842014680982
2023-05-09,2023-11-09,-0.9018233743501303,-1.78100768326942,0.9018233743501333,-9.332618458847916,80,40,1,10.031702898550725,0.9670984743975986,1.0401353712887973,29.088110116350705,-1.8510206562206255,-1.9219676799747787,-23.23214234345059
2023-07-09,2024-01-09,-0.6236826661335404,-1.2334012775983672,0.6236826661335362,-7.852362558412154,54,27,1,5.932971014492754,1.3196172696226416,1.3938651557717563,54.80927788852825,-1.917989810980858,-1.9898125185441096,-35.80725994638174
2023-09-09,2024-03-09,-0.26121345575375043,-0.5231741950194047,0.26121345575375016,-5.712048729558815,22,11,1,2.083333333333333,2.8589415329126844,2.867134520538772,163.90188863109051,-3.033430970770834,-3.041154000131985,-62.20611111894259
2023-11-09,2024-05-09,-1.4605569176681432,-2.907631048324155,1.4605569176681457,-8.696077563484767,80,40,1,8.493589743589745,2.7323490559422625,2.746882395659478,70.43213685457461,-4.081388201614267,-4.094955696198676,-42.18259249638285
2024-01-09,2024-07-09,-0.5628974554703015,-1.125693089499058,0.5628974554703018,-5.696948306151045,36,18,1,3.594322344322344,2.63698737428395,2.6528591209448837,21.349067500026763,-3.1176722072768004,-3.1326517390289244,-18.056970199208354
HOLDOUT 2024-09-01,2026-05-22,-1.7696365607646647,-1.0323742965336002,1.7696365607646658,-5.152270716651017,86,43,1,2.547770700636943,3.5557589466730155,3.7981303581220427,31.514278200973834,-5.142539209412811,-5.36403391821888,-25.308213843424365
